,titulos,superficie,recamaras,precio,ubicacion,imagen
100,Departamento En Renta Coyoacán Col. Parque San Andrés,52 m² construidos,2 recs.,13000.0,"['Carreteraco', 'Parque San Andrés', 'Coyoacán', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_649773-MLM49185383929_022022-W.webp
101,En Renta Moderno Penthouse En Cancún Residencial Arbolada C2960,70 m² construidos,2 recs.,18500.0,"['Residencial Arbolada 0', 'Cancún Centro', 'Cancún/benito Juárez', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_963301-MLM49581283838_042022-W.webp
102,Departamento En Renta Sobre Boulevard 5 De Mayo! Increible Vista Panoramica!,194 m² construidos,2 recs.,12000.0,"['Departamento En Renta Sobre Boulevard 5 De Mayo! Increible Vista Panoramica!', 'Huexotitla', 'Puebla']",https://http2.mlstatic.com/D_NQ_NP_963814-MLM50047945885_052022-W.webp
103,Renta Departamento Hermoso En Residencial Vita | 110 M²,110 m² construidos,2 recs.,11500.0,"['Av. Chac Mool', 'Nápoles', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_941337-MLM50057343781_052022-W.webp
104,Renta Totalmente Amueblado 1 Recamara 1 Baño Cancun Centro Ofc02622,60 m² construidos,1 rec.,10500.0,"['Lima 343 Dpto 003', 'Cancún Centro', 'Cancún/benito Juárez', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_839719-MLM50056430516_052022-W.webp
105,Departamento Nuevo En Renta Residencial Zacatenco En Centro Comercial,90 m² construidos,3 recs.,17500.0,"['Acueducto 650 Torre 100 Depto 601', 'Residencial Zacatenco', 'Gustavo A. Madero', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_810727-MLM50047784699_052022-W.webp
106,Departamento En Renta Granjas Modernas Gustavo A. Madero Cdmx.,57 m² construidos,2 recs.,9000.0,"['Fenix', 'Granjas Modernas', 'Gustavo A. Madero', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_773615-MLM50043874574_052022-W.webp
107,Depa En Renta En Benito Juarez,65 m² construidos,2 recs.,11950.0,"['Benito Juarez', 'Albert', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_866623-MLM50047349771_052022-W.webp
108,"Departamento En Renta En Los Morales Cuautitlán, Estado De México",70 m² construidos,3 recs.,6500.0,"['Magnolia 56', 'Depto. 3', 'Los Morales', 'Cuautitlán', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_881094-MLM50089000890_052022-W.webp
109,Departamento En Planta Baja,77 m² construidos,2 recs.,13000.0,"['Allende 256', 'Clavería', 'Azcapotzalco', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_927188-MLM50061507936_052022-W.webp
110,"Renta De Departamento Amueblado, Cumbre Alta Ii, Zakia, Querétaro",120 m² construidos,3 recs.,14800.0,"['Paseo De Zinnia 201', 'Zákia', 'El Marqués', 'Querétaro']",https://http2.mlstatic.com/D_NQ_NP_858664-MLM50111792100_052022-W.webp
111,Hermoso Depto  De 1 Rec En Horizonte 34 Playa Del Carmen P3779,68 m² construidos,1 rec.,25000.0,"['Calle 34 Nte Y Av 20 Nte 4', 'Centro', 'Solidaridad/riviera Maya', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_883835-MLM50089412890_052022-W.webp
112,447883 Departamento En Renta En Tulé Valle Poniente En Santa Catarina,74 m² construidos,2 recs.,19500.0,"['Av. Francisco Villa', 'Valle Poniente Sector Olinca', 'Santa Catarina', 'Nuevo León']",https://http2.mlstatic.com/D_NQ_NP_787627-MLM50057294381_052022-W.webp
113,"¡dpto. Nuevo!, Espacios Amplios, Acabados Modernos, A 3 Min. Galerías Atizapán",128 m² construidos,3 recs.,11000.0,"['Guanajuato 9', 'México Nuevo', 'Atizapán De Zaragoza', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_752036-MLM50061343160_052022-W.webp
114,Renta Departamento Espectacular Super Lujo | Lomas De Chapultepec | 435m²,435 m² construidos,5 recs.,160000.0,"['Sierra Gorda', 'Ejidal', 'Solidaridad/riviera Maya', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_610205-MLM50093235222_052022-W.webp
115,Depto En Renta Amueblado,65 m² construidos,2 recs.,15000.0,"['Calle 4', 'Del Gas', 'Azcapotzalco', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_880382-MLM50089354259_052022-W.webp
116,"Renta Departamento Hermoso Balcón Terraza Elevador, 2 Estacionamientos Amplios | 115 M²",115 m² construidos,3 recs.,17900.0,"['Calz. De Tlalpan', 'Valle De Oro', 'San Juan Del Río', 'Querétaro']",https://http2.mlstatic.com/D_NQ_NP_665421-MLM50108447943_052022-W.webp
117,Departamento  En  Lomas De Coacalco Con Roof Garden,76 m² construidos,2 recs.,5500.0,"['Lomas De Valencia 14', 'Lomas De Coacalco', 'Coacalco De Berriozabal', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_822266-MLM50095765922_052022-W.webp
118,"Rar10378, Lomas De San Lorenzo, Departamento En Renta",100 m² construidos,3 recs.,13000.0,"['Pedro Guzman', 'Lomas De San Lorenzo', 'Atizapán De Zaragoza', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_631953-MLM50108600001_052022-W.webp
119,Departamentos En Cumbres De Maltrata,72 m² construidos,2 recs.,12150.0,"['Cumbres De Maltrata 390 Int. 14', 'Narvarte Poniente', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_663858-MLM50089398146_052022-W.webp
120,Condominio En Renta Dos Recamaras  En New City,130 m² construidos,2 recs.,35628.0,"['Blvrd Gral. M. Marquez De Leon', 'Zona Urbana Río Tijuana', 'Tijuana', 'Baja California']",https://http2.mlstatic.com/D_NQ_NP_824017-MLM50057053309_052022-W.webp
121,"Departamento En Renta Santa Cruz Atoyac, Benito Juárez.",87 m² construidos,2 recs.,18000.0,"['Av. Emiliano Zapata (eje 7a Sur) 360', 'Departamento 301', 'Torre B', 'Edif. 1', 'Santa Cruz Atoyac', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_932530-MLM50061407988_052022-W.webp
122,"Rar10362, Irrigacion, Departamento En Renta",66 m² construidos,2 recs.,19000.0,"['Presa Tesoyo', 'Irrigación', 'Miguel Hidalgo', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_619809-MLM50108832039_052022-W.webp
123,Departamento Cerca De Av. Marina Nacional,110 m² construidos,2 recs.,16600.0,"['Calzada Manuel Villalongin 213 Int. 205', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_651465-MLM50057977944_052022-W.webp
124,"Renta Departamento, Excelente Iluminación, Cerca Torres Lindavista | No Mascota | 123 M²",123 m² construidos,3 recs.,13500.0,"['Faro De Alejandría', 'Centro', 'Toluca', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_849927-MLM50108597342_052022-W.webp
125,Excelente Departamento Centrico,64 m² construidos,3 recs.,15000.0,"['Héroes 229', 'Guerrero', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_624319-MLM50060851384_052022-W.webp
126,"Departamento Sobre Av. San Isidro, Muy Cerca De Av. Tezozomoc",62 m² construidos,2 recs.,10500.0,"['Av San Isidro 164', 'Industrial San Antonio', 'Azcapotzalco', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_763988-MLM50089290018_052022-W.webp
127,Renta Departamento De Lujo Con Terraza En Polanco Iv Sección | Calle Muy Tranquila | 192 M²,192 m² construidos,2 recs.,65000.0,"['Temístocles', 'Supermanzana 523', 'Cancún/benito Juárez', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_607875-MLM50108213879_052022-W.webp
128,Departamento Cerca De Av. Marina Nacional,110 m² construidos,2 recs.,16600.0,"['Calzada Manuel Villalongin 213 Int. 402', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_862049-MLM50089333322_052022-W.webp
129,Departamento Cerca De Av. Marina Nacional,110 m² construidos,2 recs.,16600.0,"['Calzada Manuel Villalongin 213 Int. 401', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_645829-MLM50089330823_052022-W.webp
130,"Departamento Lago Estefanía, Col. Granada, Opcionalmente Amueblado.",120 m² construidos,3 recs.,22650.0,"['Lago Estefania 47', 'Granada', 'Miguel Hidalgo', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_934134-MLM50097418140_052022-W.webp
131,Departamento En Renta Fundidora Mty Industrial,92 m² construidos,3 recs.,15000.0,"['Fundidora De Monterrey', 'Industrial', 'Gustavo A. Madero', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_904064-MLM50109095507_052022-W.webp
132,Departamento Con Terraza | 143m² | Interlomas,143 m² construidos,3 recs.,30000.0,"['Av. Jesús Del Monte', 'Jesús Del Monte', 'Huixquilucan', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_802498-MLM50079254949_052022-W.webp
133,Departamento Cerca De Av. Marina Nacional,110 m² construidos,2 recs.,16600.0,"['Calzada Manuel Villalongin 213 Int. 105', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_652101-MLM50057740941_052022-W.webp
134,Totalmente Amueblado. Ubicado Muy Cerca De La Universidad Panamericana,120 m² construidos,2 recs.,21000.0,"['Goya 46 Casa 6', 'Insurgentes Mixcoac', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_712068-MLM50089354353_052022-W.webp
135,"Departamento En Renta Espartaco, Coyoacán",74 m² construidos,2 recs.,10800.0,"['Calle 5 161', 'Espartaco', 'Coyoacán', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_802283-MLM50061935372_052022-W.webp
136,Departamento En Renta En La Colonia Ladron De Guevara.,59 m² construidos,1 rec.,13200.0,"['Andres Teran (cordenada Chapultepec.) 25   Piso 2', '208', 'Ladrón De Guevara', 'Guadalajara', 'Jalisco']",https://http2.mlstatic.com/D_NQ_NP_653859-MLM50061662552_052022-W.webp
137,"Renta Hermoso Departamento Amueblado En Residencial Astoria, Condominio Soho Elite | 154 M²",154 m² construidos,3 recs.,23000.0,"['Av. Huayacán', 'Supermanzana 97', 'Cancún/benito Juárez', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_745291-MLM50093949518_052022-W.webp
138,"Departamento En Renta En Santa María Magdalena Coacalco, Estado De México",66 m² construidos,2 recs.,4400.0,"['Eje 13 No.7', 'Edif.e', 'Depto. 101', 'Santa María Magdalena', 'Coacalco De Berriozabal', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_857406-MLM50089314095_052022-W.webp
139,Bonito Departamento En Lomas Verdes,85 m² construidos,3 recs.,10800.0,"['Avenida Bosque Alto 245  Torre H Departamento  601', 'Bosque Alto', 'Naucalpan', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_901938-MLM50047707974_052022-W.webp
140,Departamento Cerca De Av. Marina Nacional,110 m² construidos,2 recs.,16600.0,"['Calzada Manuel Villalongin 213 Int. 305', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_666029-MLM50058007482_052022-W.webp
141,Departamento De Dos Habitaciones Amueblado En Palmas Turquesa Playa Del Carmen,56 m² construidos,2 recs.,6500.0,"['Palma Silvestre', 'Playa Del Carmen Centro', 'Solidaridad/riviera Maya', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_765821-MLM50093754172_052022-W.webp
142,Departamento Cerca De Av. Marina Nacional,110 m² construidos,2 recs.,16600.0,"['Calzada Manuel Villalongin 213 Int. 404', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_809151-MLM50089394894_052022-W.webp
143,Departamento En Renta En Azcapotzalco.,70 m² construidos,2 recs.,9900.0,"['Renacimiento 120', 'San Pedro Xalpa', 'Azcapotzalco', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_643438-MLM50098901099_052022-W.webp
144,"Súper Ubicado, Moderno, Metrobús, Escuelas, Hospitales.",119 m² construidos,3 recs.,20000.0,"['Gabriel Mancera', 'Del Valle Norte', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_866287-MLM49096103980_022022-W.webp
145,"Departamento Amueblado En Zakia Residencial, Querétaro",120 m² construidos,3 recs.,14800.0,"['Paseo De Zinnia 201', 'Zákia', 'El Marqués', 'Querétaro']",https://http2.mlstatic.com/D_NQ_NP_693487-MLM49304246928_032022-W.webp
146,Hermoso Departamento En Renta Amueblado En  Agatha Premium Living ,73 m² construidos,2 recs.,27000.0,"['Av. Insurgentes Sur', 'Loreto', 'Alvaro Obregón', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_891309-MLM49206818980_022022-W.webp
147,Confortable Departamento Con Privacidad Y Excelente Ubicación,61 m² construidos,2 recs.,11400.0,"['Rafael Martínez Rip Rip', 'Independencia', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_799707-MLM49913162204_052022-W.webp
148,Departamento En Renta Coyoacán Col. Parque San Andrés,52 m² construidos,2 recs.,13000.0,"['Carreteraco', 'Parque San Andrés', 'Coyoacán', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_649773-MLM49185383929_022022-W.webp
149,En Renta Moderno Penthouse En Cancún Residencial Arbolada C2960,70 m² construidos,2 recs.,18500.0,"['Residencial Arbolada 0', 'Cancún Centro', 'Cancún/benito Juárez', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_963301-MLM49581283838_042022-W.webp
150,Departamento En Renta Sobre Boulevard 5 De Mayo! Increible Vista Panoramica!,194 m² construidos,2 recs.,12000.0,"['Departamento En Renta Sobre Boulevard 5 De Mayo! Increible Vista Panoramica!', 'Huexotitla', 'Puebla']",https://http2.mlstatic.com/D_NQ_NP_963814-MLM50047945885_052022-W.webp
151,Renta Departamento Hermoso En Residencial Vita | 110 M²,110 m² construidos,2 recs.,11500.0,"['Av. Chac Mool', 'Nápoles', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_941337-MLM50057343781_052022-W.webp
152,Renta Totalmente Amueblado 1 Recamara 1 Baño Cancun Centro Ofc02622,60 m² construidos,1 rec.,10500.0,"['Lima 343 Dpto 003', 'Cancún Centro', 'Cancún/benito Juárez', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_839719-MLM50056430516_052022-W.webp
153,Departamento Nuevo En Renta Residencial Zacatenco En Centro Comercial,90 m² construidos,3 recs.,17500.0,"['Acueducto 650 Torre 100 Depto 601', 'Residencial Zacatenco', 'Gustavo A. Madero', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_810727-MLM50047784699_052022-W.webp
154,Departamento En Renta Granjas Modernas Gustavo A. Madero Cdmx.,57 m² construidos,2 recs.,9000.0,"['Fenix', 'Granjas Modernas', 'Gustavo A. Madero', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_773615-MLM50043874574_052022-W.webp
155,Depa En Renta En Benito Juarez,65 m² construidos,2 recs.,11950.0,"['Benito Juarez', 'Albert', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_866623-MLM50047349771_052022-W.webp
156,"Departamento En Renta En Los Morales Cuautitlán, Estado De México",70 m² construidos,3 recs.,6500.0,"['Magnolia 56', 'Depto. 3', 'Los Morales', 'Cuautitlán', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_881094-MLM50089000890_052022-W.webp
157,Departamento En Planta Baja,77 m² construidos,2 recs.,13000.0,"['Allende 256', 'Clavería', 'Azcapotzalco', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_927188-MLM50061507936_052022-W.webp
158,"Renta De Departamento Amueblado, Cumbre Alta Ii, Zakia, Querétaro",120 m² construidos,3 recs.,14800.0,"['Paseo De Zinnia 201', 'Zákia', 'El Marqués', 'Querétaro']",https://http2.mlstatic.com/D_NQ_NP_858664-MLM50111792100_052022-W.webp
159,Hermoso Depto  De 1 Rec En Horizonte 34 Playa Del Carmen P3779,68 m² construidos,1 rec.,25000.0,"['Calle 34 Nte Y Av 20 Nte 4', 'Centro', 'Solidaridad/riviera Maya', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_883835-MLM50089412890_052022-W.webp
160,447883 Departamento En Renta En Tulé Valle Poniente En Santa Catarina,74 m² construidos,2 recs.,19500.0,"['Av. Francisco Villa', 'Valle Poniente Sector Olinca', 'Santa Catarina', 'Nuevo León']",https://http2.mlstatic.com/D_NQ_NP_787627-MLM50057294381_052022-W.webp
161,"¡dpto. Nuevo!, Espacios Amplios, Acabados Modernos, A 3 Min. Galerías Atizapán",128 m² construidos,3 recs.,11000.0,"['Guanajuato 9', 'México Nuevo', 'Atizapán De Zaragoza', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_752036-MLM50061343160_052022-W.webp
162,Renta Departamento Espectacular Super Lujo | Lomas De Chapultepec | 435m²,435 m² construidos,5 recs.,160000.0,"['Sierra Gorda', 'Ejidal', 'Solidaridad/riviera Maya', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_610205-MLM50093235222_052022-W.webp
163,Depto En Renta Amueblado,65 m² construidos,2 recs.,15000.0,"['Calle 4', 'Del Gas', 'Azcapotzalco', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_880382-MLM50089354259_052022-W.webp
164,"Renta Departamento Hermoso Balcón Terraza Elevador, 2 Estacionamientos Amplios | 115 M²",115 m² construidos,3 recs.,17900.0,"['Calz. De Tlalpan', 'Valle De Oro', 'San Juan Del Río', 'Querétaro']",https://http2.mlstatic.com/D_NQ_NP_665421-MLM50108447943_052022-W.webp
165,Departamento  En  Lomas De Coacalco Con Roof Garden,76 m² construidos,2 recs.,5500.0,"['Lomas De Valencia 14', 'Lomas De Coacalco', 'Coacalco De Berriozabal', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_822266-MLM50095765922_052022-W.webp
166,"Rar10378, Lomas De San Lorenzo, Departamento En Renta",100 m² construidos,3 recs.,13000.0,"['Pedro Guzman', 'Lomas De San Lorenzo', 'Atizapán De Zaragoza', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_631953-MLM50108600001_052022-W.webp
167,Departamentos En Cumbres De Maltrata,72 m² construidos,2 recs.,12150.0,"['Cumbres De Maltrata 390 Int. 14', 'Narvarte Poniente', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_663858-MLM50089398146_052022-W.webp
168,Condominio En Renta Dos Recamaras  En New City,130 m² construidos,2 recs.,35628.0,"['Blvrd Gral. M. Marquez De Leon', 'Zona Urbana Río Tijuana', 'Tijuana', 'Baja California']",https://http2.mlstatic.com/D_NQ_NP_824017-MLM50057053309_052022-W.webp
169,"Departamento En Renta Santa Cruz Atoyac, Benito Juárez.",87 m² construidos,2 recs.,18000.0,"['Av. Emiliano Zapata (eje 7a Sur) 360', 'Departamento 301', 'Torre B', 'Edif. 1', 'Santa Cruz Atoyac', 'Benito Juárez', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_932530-MLM50061407988_052022-W.webp
170,"Rar10362, Irrigacion, Departamento En Renta",66 m² construidos,2 recs.,19000.0,"['Presa Tesoyo', 'Irrigación', 'Miguel Hidalgo', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_619809-MLM50108832039_052022-W.webp
171,Departamento Cerca De Av. Marina Nacional,110 m² construidos,2 recs.,16600.0,"['Calzada Manuel Villalongin 213 Int. 205', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_651465-MLM50057977944_052022-W.webp
172,"Renta Departamento, Excelente Iluminación, Cerca Torres Lindavista | No Mascota | 123 M²",123 m² construidos,3 recs.,13500.0,"['Faro De Alejandría', 'Centro', 'Toluca', 'Estado De México']",https://http2.mlstatic.com/D_NQ_NP_849927-MLM50108597342_052022-W.webp
173,Excelente Departamento Centrico,64 m² construidos,3 recs.,15000.0,"['Héroes 229', 'Guerrero', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_624319-MLM50060851384_052022-W.webp
174,"Departamento Sobre Av. San Isidro, Muy Cerca De Av. Tezozomoc",62 m² construidos,2 recs.,10500.0,"['Av San Isidro 164', 'Industrial San Antonio', 'Azcapotzalco', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_763988-MLM50089290018_052022-W.webp
175,Renta Departamento De Lujo Con Terraza En Polanco Iv Sección | Calle Muy Tranquila | 192 M²,192 m² construidos,2 recs.,65000.0,"['Temístocles', 'Supermanzana 523', 'Cancún/benito Juárez', 'Quintana Roo']",https://http2.mlstatic.com/D_NQ_NP_607875-MLM50108213879_052022-W.webp
176,Departamento Cerca De Av. Marina Nacional,110 m² construidos,2 recs.,16600.0,"['Calzada Manuel Villalongin 213 Int. 402', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_862049-MLM50089333322_052022-W.webp
177,Departamento Cerca De Av. Marina Nacional,110 m² construidos,2 recs.,16600.0,"['Calzada Manuel Villalongin 213 Int. 401', 'Cuauhtémoc', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_645829-MLM50089330823_052022-W.webp
178,"Departamento Lago Estefanía, Col. Granada, Opcionalmente Amueblado.",120 m² construidos,3 recs.,22650.0,"['Lago Estefania 47', 'Granada', 'Miguel Hidalgo', 'Distrito Federal']",https://http2.mlstatic.com/D_NQ_NP_934134-MLM50097418140_052022-W.webp
